date,polarity
2016-03-03,40.0
2016-03-04,0.0
2016-03-05,96.45833333333333
2016-03-07,63.375
2016-03-09,29.999999999999996
2016-03-10,20.0
2016-03-18,50.0
2016-03-19,10.0
2016-03-20,0.0
2016-03-25,0.0
2016-03-30,47.5
2016-03-31,29.66017316017316
2016-04-01,300.55555555555554
2016-04-02,44.75
2016-04-03,363.2952380952381
2016-04-04,238.33333333333331
2016-04-05,0.0
2016-04-06,94.28571428571428
2016-04-07,15.555555555555555
2016-04-08,56.13636363636363
2016-04-09,199.33333333333334
2016-04-10,-2.5
2016-04-11,191.66666666666666
2016-04-12,0.0
2016-04-14,80.0
2016-04-17,0.0
2016-04-18,110.0
2016-04-20,40.0
2016-04-21,44.642857142857146
2016-04-22,55.00000000000001
2016-04-23,13.636363636363635
2016-04-24,33.33333333333333
2016-04-26,0.0
2016-04-27,25.27777777777778
2016-04-28,0.0
2016-04-29,30.0
2016-04-30,60.625
2016-05-01,99.58333333333333
2016-05-02,85.64814814814815
2016-05-03,35.0
2016-05-05,10.0
2016-05-06,70.0
2016-05-07,78.8095238095238
2016-05-10,80.0
2016-05-11,0.0
2016-05-12,125.0
2016-05-13,59.0
2016-05-14,0.0
2016-05-15,87.5
2016-05-16,48.5095238095238
2016-05-17,25.0
2016-05-18,-0.8928571428571459
2016-05-19,191.66666666666666
2016-05-22,20.0
2016-05-25,65.0
2016-05-26,76.42045454545455
2016-05-27,10.0
2016-05-28,130.27777777777777
2016-05-29,70.0
2016-05-30,-50.0
2016-06-01,70.0
2016-06-02,55.00000000000001
2016-06-03,56.81818181818181
2016-06-04,73.6111111111111
2016-06-05,50.0
2016-06-06,32.0
2016-06-07,33.33333333333333
2016-06-08,12.5
2016-06-09,0.0
2016-06-10,60.0
2016-06-11,49.99999999999999
2016-06-13,54.83333333333334
2016-06-15,103.66666666666667
2016-06-17,57.166666666666664
2016-06-19,-18.214285714285715
2016-06-20,80.0
2016-06-21,50.0
2016-06-22,0.0
2016-06-24,0.0
2016-06-27,100.0
2016-06-28,40.0
2016-06-29,90.0
2016-06-30,-75.0
2016-07-01,-40.00000000000001
2016-07-05,2.5
2016-07-06,-80.0
2016-07-07,46.66666666666667
2016-07-08,118.05555555555554
2016-07-09,27.083333333333343
2016-07-10,252.73809523809524
2016-07-11,27.500000000000004
2016-07-12,27.5
2016-07-13,28.57142857142857
2016-07-14,30.0
2016-07-15,130.0
2016-07-16,144.49675324675326
2016-07-17,195.16666666666666
2016-07-18,296.2261904761905
2016-07-19,31.666666666666668
2016-07-20,40.77922077922078
2016-07-21,101.66666666666666
2016-07-22,0.0
2016-07-23,2.5
2016-07-25,0.0
2016-07-26,0.0
2016-07-27,174.58333333333331
2016-07-28,70.0
2016-07-29,63.63636363636363
2016-07-30,198.66666666666666
2016-07-31,0.0
2016-08-01,0.0
2016-08-07,10.0
2016-08-09,49.02777777777777
2016-08-10,30.5
2016-08-11,23.333333333333332
2016-08-13,0.0
2016-08-14,71.66666666666667
2016-08-15,0.0
2016-08-16,70.0
2016-08-22,0.0
2016-08-23,0.0
2016-08-24,57.5
2016-08-28,40.0
2016-08-29,63.63636363636363
2016-08-30,23.0
2016-08-31,112.5
2016-09-01,13.333333333333334
2016-09-02,15.416666666666668
2016-09-09,72.63888888888887
2016-09-10,-50.0
2016-09-11,0.0
2016-09-13,38.63636363636363
2016-09-14,0.0
2016-09-16,53.63636363636363
2016-09-17,242.44588744588742
2016-09-18,0.0
2016-09-20,25.0
2016-09-21,145.19525613275613
2016-09-22,32.8030303030303
2016-09-24,95.0
2016-09-26,49.16666666666667
2016-09-27,105.0
2016-09-28,191.58080808080808
2016-09-29,34.464285714285715
2016-10-01,20.0
2016-10-02,158.63636363636363
2016-10-03,67.04545454545455
2016-10-04,-19.270833333333336
2016-10-05,40.0
2016-10-06,39.81481481481481
2016-10-07,130.0
2016-10-08,22.77777777777778
2016-10-09,70.0
2016-10-10,191.66666666666669
2016-10-13,-41.66666666666667
2016-10-16,0.0
2016-10-17,48.63636363636363
2016-10-19,23.91414141414141
2016-10-20,129.82323232323233
2016-10-21,40.0
2016-10-22,0.0
2016-10-23,5.000000000000002
2016-10-24,80.0
2016-10-26,0.0
2016-10-27,85.0
2016-10-28,0.719696969696968
2016-10-29,101.24458874458875
2016-11-02,0.0
2016-11-03,116.38888888888889
2016-11-04,348.79509379509386
2016-11-05,197.38095238095238
2016-11-06,0.0
2016-11-07,50.0
2016-11-08,43.333333333333336
2016-11-09,30.0
2016-11-10,50.0
2016-11-15,50.416666666666664
2016-11-16,19.373797498797497
2016-11-17,75.84415584415584
2016-11-18,27.500000000000004
2016-11-19,117.59259259259261
2016-11-21,50.0
2016-11-22,95.23809523809524
