date,tweet
2020-09-16 16:35:45,https://t.co/zaLphqtL9y
2020-09-16 16:35:38,https://t.co/ctXsHThonV
2020-09-16 16:35:29,https://t.co/2IBhN9FdKR
2020-09-16 16:35:21,https://t.co/CFLItIpmb1
2020-09-16 16:35:10,https://t.co/96hKKsEStu
2020-09-16 16:35:02,https://t.co/yHriQhgQKA
2020-09-16 16:34:37,https://t.co/R0WKjAwWLN
2020-09-16 16:34:29,https://t.co/NPiBWC1YfL
2020-09-16 16:34:20,https://t.co/OdNIh8IFDx
2020-09-16 16:34:11,https://t.co/m4nIqPjXjv
2020-09-16 16:34:00,https://t.co/56IBFkba8l
2020-09-16 16:33:52,https://t.co/sYFw3B176N
2020-09-16 16:33:42,https://t.co/zwidPFV9XY
2020-09-16 16:33:28,You guys it took me so long to screen grab all my contracts      Here they are
2020-09-16 15:26:11,Uh oooooh 👀 https://t.co/bupcJOYnxm
2020-09-16 14:55:25,This is what me Kanye West deal looks like today ... I PRAY IN THE NAME OF JESUS THAT IT DONT LOOK LIKE THIS TOMORROW https://t.co/i8UN3Z6oQ3
2020-09-16 14:52:55,THIS MOMENT IS GOING TO CHANGE THE MUSIC INDUSTRY FOR GOOD ... I FEEL SO HUMBLED AND BLESSED THAT GOD HAS PUT ME IN A STRONG ENOUGH POSITION TO DO THIS ... EVERYONE KEEP PRAYING ... ITS WORKING ... I AM ON MY KNEES THIS MORNING
2020-09-16 14:38:32,I have to tweet page by page     The PDF is not loading on twitter
2020-09-16 14:33:22,Here are my ten Universal contracts ... I need every lawyer in the world to look at these
2020-09-16 14:25:20,💩 this is my daughters favorite emoji... she’ll be able to do nothing but put emojis up for the rest of her life because my children will own my masters
2020-09-16 14:23:23,Who made up the term major label in the first place??? 💩💩💩
2020-09-16 14:22:40,I forgive everyone from the music industry that is involved with modern day slavery. Vengeance is only the lords.
2020-09-16 14:21:44,"Colossians 3:12-17    
“Put on then, holy and beloved, compassionate hearts, kindness, humility, meekness, and patience, bearing with one another and, if one has a complaint against another, forgiving each other; as the Lord has forgiven you, so you also must forgive."
2020-09-16 14:19:02,OK GUYS CHECK THIS OUT ... I DONT HAVE A CONTRACT WITH UNIVERSAL ... I HAVE TEN 🤣 THEY TRY TO BURRY US ALIVE
2020-09-16 13:49:54,Ephesians 6 12 https://t.co/F7zbFAMqUH
2020-09-16 13:45:50,I honestly need all my Royeres to be museum quality... if I see a fake Royere Ima have to Rick James your couch https://t.co/w9Ri1kLFY3
2020-09-16 13:42:01,Meanwhile https://t.co/62TdLENa9U
2020-09-16 13:35:18,I need prayer I need coverage as I go into battle      Everyone please pray for me ... you know what the system never counted on ... millions of prayers at once ... everyone I appreciate your prayers so much
2020-09-16 13:32:40,"Romans 12:19
King James Version
19 Dearly beloved, avenge not yourselves, but rather give place unto wrath: for it is written, Vengeance is mine; I will repay, saith the Lord. https://t.co/dnRteYnak2"
2020-09-16 13:31:38,I KNOW MY LORD AND SAVIOR JESUS CHRIST WILL MAKE FOOLS OF AND PUNISH ALL WHO HAVE PARTICIPATED IN UNFAIR CONTRACTS
2020-09-16 13:23:11,"Psalm 118:6
6 The Lord is with me;I will not be afraid. What can mere mortals do to me?"
2020-09-16 13:19:53,EVERYONE AT UNIVERSAL AND VIVENDI PLEASE UNDERSTAND THAT I WILL DO EVERYTHING IN MY LEGAL POWER AND USE MY VOICE UNTIL ALL ARTIST CONTRACTS ARE CHANGED     STARTING WITH GETTING MY MASTERS FOR MY CHILDREN     I WILL NOT STOP   I PROMISE YOU  IM AM PETTY AND VERY PERSONAL
2020-09-16 13:09:28,SONY YOU NOT OFF THE HOOK EITHER ... ONE BATTLE AT A TIME
2020-09-16 13:05:29,NAT TURNER https://t.co/59Nm0ApdjI
2020-09-16 13:04:13,MY CHILDREN WILL OWN MY MASTERS ... NOT YOUR CHILDREN ... MY CHILDREN ... MY CHILDREN ... MY CHILDREN
2020-09-16 13:02:37,Everyone please cover me in prayer ... I AM ONE OF THE MOST FAMOUS PEOPLE ON THE PLANET AND UNIVERSAL WONT TELL ME WHAT MY MASTERS COST BECAUSE THEY KNOW I CAN AFFORD THEM ... BLACK MASTERS MATTER
2020-09-16 13:01:07,UNIVERSAL WONT TELL ME WHAT MY MASTERS COST BECAUSE THEY KNOW I CAN AFFORD TO BUY THEM 🙏🏾
2020-09-16 12:43:39,The media tries to kill our heroes one at a time
2020-09-16 12:37:10,We used to diss Michael Jackson the media made us call him crazy ... then they killed him
2020-09-16 12:31:54,People say it’s enough and I got my point across ... the point isn’t across until we cross the point
2020-09-16 12:24:36,https://t.co/r9TEIo5rud
2020-09-16 12:23:55,We sat back and watched Nick Cannon get canceled and we go to play ball in a bubble with black lives matter on our backs ... brothers let’s stand together for real ... there is no NBA or music industry without black people ... fair contracts matter ... ownership matters
2020-09-16 12:14:47,I know a lot of musicians are not allowed to say anything but I can’t be muted or cancelled so I’m going to say everything as always
2020-09-16 12:12:42,I am the only person who can speak on this because I made multi billions outside of music no musicians make billions inside of music     I’m going to change this
2020-09-16 12:10:43,Word of the day STRENGTHENETH from the King James Version
2020-09-16 12:09:38,PHILIPPIANS 4 13 I CAN DO ALL THINGS THROUGH CHRIST WHICH STRENGTHENETH ME https://t.co/mBDOeAFURE
2020-09-16 12:06:49,We our supporting other people’s kids ... we could spend our whole life in the music industry but our kids gotta go work for another company when they grow up
2020-09-16 12:04:07,We’ve gotten comfortable with not having what we deserve ... they allow us to have a little money from touring get some gold chains some alcohol some girls and fake numbers that feed our egos ... but we don’t own our masters 🤔
2020-09-16 05:13:10,Thank you God bless you good night https://t.co/UhZAAVwW6c
2020-09-16 05:08:47,Ok this my final tweet of the day ... unless I feel like tweeting again 🥋 https://t.co/CuIRmEZiiq
2020-09-16 04:50:35,This is how it be when artist try to get our masters ...  the stairs are covered with lotion https://t.co/1pyNK0xkWW
2020-09-16 04:48:18,"When you sign a music deal you sign away your rights.  Without the masters you can’t do anything with your own music. Someone else controls where it’s played and when it’s played. Artists have nothing accept the fame, touring and merch"
2020-09-16 04:17:15,🙏🏾 https://t.co/gpKATiceDu
2020-09-16 04:06:30,https://t.co/EhgNyoiuBn
2020-09-16 03:48:00,I’ll let you guys know how this goes ⛷ https://t.co/Un3I7ImeY5
2020-09-16 03:43:48,Reed Hastings ... I like this guy https://t.co/CklISYRiAD
2020-09-16 03:38:44,🕊 https://t.co/EArPggm9Tm
2020-09-16 02:33:41,"Psalm 91:11

For he will command his Angels concerning you to guard you in all your ways 

They will left you up in their hands so that you will not strike your foot against the stone 

You will tread on the lion and the cobra"
2020-09-16 02:03:20,Ben is an ally ... he embraced me in silicone valley when no one else did ... love you for life https://t.co/kBqmchYXlP
2020-09-16 02:01:13,De La Soul can’t even get their music on iTunes
2020-09-16 01:57:08,Hi Rob 👋 https://t.co/eqh5vmuMZ3
2020-09-16 01:54:29,Let’s get it big bro ... you and Michael passed so we can live https://t.co/GIEWDhyepw
2020-09-16 01:44:58,I don’t wanna see no woke tweets or hear no woke raps ... it’s show time ... it’s a whole different energy right now
2020-09-16 01:42:37,The artist deserve to own our masters ... artist are starving without tours ... Ima go get our masters ... for all artist ... pray for me
2020-09-16 01:35:38,Don’t need the Arnaud meeting anymore ... I will be meeting with Vincent Bollore https://t.co/ITCbvzzTwQ
2020-09-16 01:21:56,No more killing each other     No more threatening to take each other’s girls and wives ... let’s show the world how great we truly are 🕊 we are God’s chosen people
2020-09-16 01:20:48,I need an army of angels to cover me while I pull this sword out of the stone ... I need everyone’s prayers ... I promise we will be free and own our masters but we must be faithful to God this time
2020-09-16 01:19:11,Che Pope got Dave Free’s number ... will have Kendrick’s numbed shortly ... I’ll keep you guys updated 😉     Remember they cut our tongues when we were on the boat ... but noooooow.... slaaaaaavery iiiiiiiiis aaaaaaaaa chooooooooice 🙏🏾🙏🏾🙏🏾
2020-09-16 01:16:19,"In the streaming world master ownership is everything... that is the bulk of the income ... in COVID artist need our masters ... it’s more important than ever before 

I got J Cole number waiting for Kendrick and Drake"
2020-09-16 01:09:59,DREAM BABY DREAM https://t.co/98KIIYVmu9
2020-09-16 01:07:33,It’s a good start https://t.co/u0EZvg6ZS6
2020-09-16 01:06:51,YEEZY CHRISTIAN ACADEMY https://t.co/1h35bvlDV1
2020-09-16 00:59:28,Buuuuuuut he don’t work at of for universal so y’all gotta talk to Nat Ye ⛷
2020-09-16 00:58:19,I’ll talk to Irving Azoff though ... that’s my family
2020-09-16 00:53:21,Ya’ll not gonna play with me or none of my people ever again ... in Jesus name ... I want all the smoke pleeeeeeeease 🙏🏾🙏🏾🙏🏾🙏🏾
2020-09-16 00:51:54,⛷
2020-09-16 00:51:43,Me
2020-09-16 00:51:39,Get
2020-09-16 00:51:34,And
2020-09-16 00:51:30,Come
2020-09-16 00:51:00,I’ll let you guys know how this goes... I was told to speak with Lucien Grange ... I said I don’t speak with non billionaire employees... I need Arnaud De Puyfontaine to fly to meet me immediately ⛷ https://t.co/hdCJTa6Fof
2020-09-16 00:03:58,"Contracts in all industries need to be simplified now.  Complicated contracts are how businesses, music companies and sports take advantage of talent  We will expose these contracts and make them transparent now     support new talent, startups and amend all old contracts"
2020-09-16 00:01:54,"The Y Combinator started companies like Dropbox and Airbnb. For the first time, it cleaned up contracts and made venture capital transparent. It empowered start ups with the tools to succeed and grow their businesses. It changed the Silicon Valley game."
2020-09-15 21:12:56,When I spoke to Katie Jacobs who is on the board of Vivendi we decided to create a “Y combinator” for the music industry so artist have the power and transparency to to be in control of our future ... no more shady contracts ... no more life long deals
2020-09-15 20:55:08,Jared Kushner will have done more for peace in the Middle East than anyone in 30 years https://t.co/bzoediTLTG
2020-09-15 20:35:39,We need Me J Cole Drake Kendrick all in a room 2gthr ... it’s time to get free... we will not argue amongst each other while somebody we don’t know in Europe is getting paid and putting that money in a hedge fund
2020-09-15 18:24:37,SAY YES!!! We need to produce that Destiny’s Child gospel album 🕊 https://t.co/4TiWjxdfCK
2020-09-15 15:15:21,https://t.co/0MUddTOh7P
2020-09-15 15:08:57,Call with Katie Jacobs went great ... this was a perfect first conversation ... Speaking with Arnaud De Puyfontaine next ... I’ll keep everyone updated 😉 https://t.co/wQC8UxWz5f
2020-09-15 14:07:46,Hey everyone we’re making progress... I’ll keep everyone updated on how this meeting with Vivendi goes... If Nikola Tesla had a Twitter the world would run off AC ... Edison killed Tesla’s image to control the power LITERALLY... Tesla and I only mean well for the world https://t.co/mOp3fgKGEo
2020-09-15 13:46:48,Speak Gods truth to power
2020-09-15 13:46:24,When you google us we gotta smile for the camera https://t.co/8Hwks7nLfn
2020-09-15 13:45:05,Phill Knight’s net worth is 40 billion Michael Jordan’s net worth is 1.6 billion ... and Phill Knight never had to jump from the free throw line... when you google Phil you barely even see his face https://t.co/YC9WSSXEcv
2020-09-15 13:04:46,No one from Universal or Sony has responded so it’s Go time https://t.co/k5K0c1t4eF
2020-09-15 04:58:59,My kids gonna own my masters
2020-09-15 04:10:44,Buy property
2020-09-15 04:10:28,We have to evolve
2020-09-15 04:09:28,Use the government money and buy land
2020-09-15 04:09:09,Buy land
2020-09-15 00:53:29,"I need to see everybody’s contracts at Universal and Sony 

I’m not gonna watch my people be enslaved  

I’m putting my life on the line for my people 

The music industry and the NBA are modern day slave ships

I’m the new Moses"
2020-09-15 00:45:36,I deleted that tweet about riches... the wealth is in our love of family and our brothers  and our service to God ... let’s rise up... let’s communicate
