date,polarity
2020-09-20,3.1666666666666665
2020-09-21,4.425
2020-09-22,-5.818650793650791
2020-09-23,13.914814814814815
2020-09-24,16.4
2020-09-25,1.52840909090909
2020-09-26,1.681818181818182
2020-09-27,14.161111111111113
2020-09-28,13.19047619047619
2020-09-29,7.6726190476190474
2020-09-30,44.40648148148148
2020-10-01,29.102314814814815
2020-10-02,5.527777777777779
2020-10-03,18.46287878787879
2020-10-04,14.952380952380954
2020-10-05,12.831168831168831
2020-10-06,30.981060606060606
2020-10-07,40.428932178932186
2020-10-08,62.22678571428571
2020-10-09,12.885521885521886
2020-10-10,10.456416847041844
2020-10-11,2.8189393939393943
2020-10-12,32.37375541125541
2020-10-13,19.759595959595963
2020-10-14,18.0
2020-10-15,7.607702020202021
2020-10-16,14.094444444444443
